id,funded_amnt,term,int_rate,grade,sub_grade,annual_inc,dti,home_ownership,addr_state,purpose,loan_status,delinq_2yrs,pub_rec,pub_rec_bankruptcies,revol_util,open_acc,total_acc,verification_status,issue_d,social_security_number,ssn,ssnumber,ssnumber1,drivers_license,dl,member_id,emp_title,title,c_desc,zip_code,c_url
1212,10487.66, 60 months,17.09%,E,E2,113424.11,7.42,RENT,IL,car,Fully Paid,4,2,1,93.7%,13,38,Verified,Apr-14,100001211,100001211,100001211,900001211,DL501211,DL501211,MEMBER-1212,Driver,Debt consolidation loan,Borrower-written description of the loan purpose.,839,https://example.com/loan/1212
1213,3964.18, 36 months,12.33%,D,D5,188595.42,16.23,RENT,NC,major_purchase,Fully Paid,3,2,0,98.45%,23,27,Not Verified,May-14,100001212,100001212,100001212,900001212,DL501212,DL501212,MEMBER-1213,Retail Associate,Debt consolidation loan,Borrower-written description of the loan purpose.,509,https://example.com/loan/1213
1214,33716.32, 36 months,19.75%,D,D2,143878.14,20.62,OWN,GA,moving,Current,0,0,NA,26.1%,29,35,Not Verified,Aug-15,100001213,100001213,100001213,900001213,DL501213,DL501213,MEMBER-1214,Nurse,Debt consolidation loan,Borrower-written description of the loan purpose.,694,https://example.com/loan/1214
1215,26378.28, 60 months,18.51%,A,A1,188037.24,2.74,OWN,NY,debt_consolidation,Fully Paid,0,3,NA,83.94%,25,37,Not Verified,Oct-12,100001214,100001214,100001214,900001214,DL501214,DL501214,MEMBER-1215,Driver,Debt consolidation loan,Borrower-written description of the loan purpose.,482,https://example.com/loan/1215
1216,29742.81, 36 months,23.07%,C,C4,60964.75,8.04,MORTGAGE,MI,educational,Fully Paid,4,2,2,4.21%,12,30,Verified,Sep-13,100001215,100001215,100001215,900001215,DL501215,DL501215,MEMBER-1216,Nurse,Debt consolidation loan,Borrower-written description of the loan purpose.,178,https://example.com/loan/1216
1217,29455.35, 60 months,12.77%,C,C3,198631.75,26.06,RENT,PA,educational,Current,1,1,0,22.6%,17,46,Verified,Sep-11,100001216,100001216,100001216,900001216,DL501216,DL501216,MEMBER-1217,Software Engineer,Debt consolidation loan,Borrower-written description of the loan purpose.,328,https://example.com/loan/1217
1218,10012.97, 60 months,9.44%,E,E3,33774.9,1.27,NONE,PA,moving,Current,3,2,2,23.67%,5,20,Verified,Oct-12,100001217,100001217,100001217,900001217,DL501217,DL501217,MEMBER-1218,Driver,Debt consolidation loan,Borrower-written description of the loan purpose.,597,https://example.com/loan/1218
1219,17660.97, 60 months,15.02%,B,B5,68326.52,21.67,RENT,IL,other,Fully Paid,2,1,2,96.58%,28,21,Not Verified,Dec-14,100001218,100001218,100001218,900001218,DL501218,DL501218,MEMBER-1219,Retail Associate,Debt consolidation loan,Borrower-written description of the loan purpose.,269,https://example.com/loan/1219
1220,18927.61, 36 months,6.98%,D,D4,94687.51,19.4,RENT,MI,wedding,Fully Paid,4,3,NA,96.1%,23,41,Not Verified,Dec-12,100001219,100001219,100001219,900001219,DL501219,DL501219,MEMBER-1220,Nurse,Debt consolidation loan,Borrower-written description of the loan purpose.,275,https://example.com/loan/1220
1221,15948.92, 60 months,15.01%,A,A2,195228.82,25.96,OTHER,MI,small_business,Fully Paid,3,0,1,66.15%,14,53,Source Verified,Jul-15,100001220,100001220,100001220,900001220,DL501220,DL501220,MEMBER-1221,Software Engineer,Debt consolidation loan,Borrower-written description of the loan purpose.,459,https://example.com/loan/1221
1222,21112.15, 60 months,15.48%,A,A4,131661.19,20.51,OWN,TX,major_purchase,Fully Paid,3,2,0,14.14%,3,21,Verified,Nov-12,100001221,100001221,100001221,900001221,DL501221,DL501221,MEMBER-1222,Retail Associate,Debt consolidation loan,Borrower-written description of the loan purpose.,946,https://example.com/loan/1222
1223,18955.95, 60 months,11.92%,D,D4,134727.57,3.07,MORTGAGE,GA,renewable_energy,Current,1,2,NA,30.95%,14,40,Not Verified,May-18,100001222,100001222,100001222,900001222,DL501222,DL501222,MEMBER-1223,Software Engineer,Debt consolidation loan,Borrower-written description of the loan purpose.,552,https://example.com/loan/1223
1224,27170.78, 36 months,18.7%,E,E4,41126.45,6.14,OTHER,TX,car,Current,2,0,NA,92.48%,14,48,Verified,Mar-09,100001223,100001223,100001223,900001223,DL501223,DL501223,MEMBER-1224,Retail Associate,Debt consolidation loan,Borrower-written description of the loan purpose.,264,https://example.com/loan/1224
1225,32352.91, 36 months,18.57%,G,G1,164427.12,16.27,MORTGAGE,GA,debt_consolidation,Current,3,2,1,79.05%,23,11,Verified,May-16,100001224,100001224,100001224,900001224,DL501224,DL501224,MEMBER-1225,Nurse,Debt consolidation loan,Borrower-written description of the loan purpose.,233,https://example.com/loan/1225
1226,21766.43, 36 months,20.04%,B,B2,139072.0,23.47,MORTGAGE,NY,medical,Charged Off,3,3,NA,44.07%,25,52,Not Verified,Aug-15,100001225,100001225,100001225,900001225,DL501225,DL501225,MEMBER-1226,Driver,Debt consolidation loan,Borrower-written description of the loan purpose.,100,https://example.com/loan/1226
1227,26343.2, 36 months,23.59%,A,A2,38981.14,3.94,OWN,NY,moving,Current,2,1,NA,79.5%,1,17,Not Verified,Sep-17,100001226,100001226,100001226,900001226,DL501226,DL501226,MEMBER-1227,Software Engineer,Debt consolidation loan,Borrower-written description of the loan purpose.,583,https://example.com/loan/1227
1228,20366.34, 60 months,13.47%,F,F2,193535.48,25.71,OTHER,PA,other,Fully Paid,3,2,0,12.1%,19,25,Not Verified,Oct-14,100001227,100001227,100001227,900001227,DL501227,DL501227,MEMBER-1228,Software Engineer,Debt consolidation loan,Borrower-written description of the loan purpose.,438,https://example.com/loan/1228
1229,31526.05, 36 months,9.26%,A,A2,55380.08,21.9,OWN,MI,educational,Fully Paid,4,0,0,85.26%,19,45,Verified,Aug-13,100001228,100001228,100001228,900001228,DL501228,DL501228,MEMBER-1229,Driver,Debt consolidation loan,Borrower-written description of the loan purpose.,592,https://example.com/loan/1229
1230,5866.29, 60 months,24.5%,E,E2,163117.09,26.85,RENT,PA,moving,Fully Paid,3,3,2,48.63%,12,23,Not Verified,Nov-16,100001229,100001229,100001229,900001229,DL501229,DL501229,MEMBER-1230,Retail Associate,Debt consolidation loan,Borrower-written description of the loan purpose.,597,https://example.com/loan/1230
1231,22022.88, 36 months,21.15%,G,G1,139995.57,27.28,NONE,PA,renewable_energy,Charged Off,1,0,NA,72.53%,14,19,Not Verified,Jun-16,100001230,100001230,100001230,900001230,DL501230,DL501230,MEMBER-1231,Retail Associate,Debt consolidation loan,Borrower-written description of the loan purpose.,396,https://example.com/loan/1231
1232,16518.28, 60 months,11.28%,A,A5,46521.56,25.19,RENT,IL,home_improvement,Current,1,1,NA,26.35%,3,43,Verified,Jun-09,100001231,100001231,100001231,900001231,DL501231,DL501231,MEMBER-1232,Retail Associate,Debt consolidation loan,Borrower-written description of the loan purpose.,190,https://example.com/loan/1232
1233,1992.72, 60 months,10.92%,B,B3,121929.37,12.43,MORTGAGE,TX,vacation,Charged Off,1,1,2,86.34%,2,6,Verified,Feb-14,100001232,100001232,100001232,900001232,DL501232,DL501232,MEMBER-1233,Software Engineer,Debt consolidation loan,Borrower-written description of the loan purpose.,884,https://example.com/loan/1233
1234,1791.5, 60 months,6.66%,A,A4,63046.08,17.3,NONE,TX,car,Fully Paid,3,2,NA,89.02%,21,55,Not Verified,May-10,100001233,100001233,100001233,900001233,DL501233,DL501233,MEMBER-1234,Software Engineer,Debt consolidation loan,Borrower-written description of the loan purpose.,996,https://example.com/loan/1234
1235,1021.78, 60 months,9.37%,F,F4,133908.36,4.35,RENT,MI,home_improvement,Current,1,3,NA,85.07%,3,43,Verified,Sep-12,100001234,100001234,100001234,900001234,DL501234,DL501234,MEMBER-1235,Retail Associate,Debt consolidation loan,Borrower-written description of the loan purpose.,936,https://example.com/loan/1235
1236,1853.06, 60 months,20.78%,G,G1,141565.23,27.61,RENT,NC,house,Current,2,3,1,14.0%,23,15,Verified,Feb-18,100001235,100001235,100001235,900001235,DL501235,DL501235,MEMBER-1236,Driver,Debt consolidation loan,Borrower-written description of the loan purpose.,220,https://example.com/loan/1236
1237,22794.1, 60 months,9.91%,D,D4,166374.09,6.73,NONE,FL,educational,Current,1,3,NA,83.43%,18,36,Not Verified,Mar-16,100001236,100001236,100001236,900001236,DL501236,DL501236,MEMBER-1237,Software Engineer,Debt consolidation loan,Borrower-written description of the loan purpose.,314,https://example.com/loan/1237
1238,23551.41, 36 months,9.36%,G,G5,72246.63,20.35,RENT,PA,moving,Current,1,2,2,64.42%,26,22,Verified,Apr-15,100001237,100001237,100001237,900001237,DL501237,DL501237,MEMBER-1238,Software Engineer,Debt consolidation loan,Borrower-written description of the loan purpose.,544,https://example.com/loan/1238
1239,24519.89, 60 months,17.25%,G,G1,90578.44,7.99,OTHER,IL,moving,Fully Paid,0,2,0,88.91%,28,46,Source Verified,Feb-13,100001238,100001238,100001238,900001238,DL501238,DL501238,MEMBER-1239,Nurse,Debt consolidation loan,Borrower-written description of the loan purpose.,929,https://example.com/loan/1239
1240,3720.22, 60 months,10.28%,C,C3,34567.48,12.38,NONE,OH,moving,Fully Paid,4,2,NA,6.04%,24,48,Source Verified,Oct-11,100001239,100001239,100001239,900001239,DL501239,DL501239,MEMBER-1240,Software Engineer,Debt consolidation loan,Borrower-written description of the loan purpose.,919,https://example.com/loan/1240
1241,16025.04, 60 months,24.3%,B,B2,182896.33,17.77,OWN,NC,other,Current,2,3,0,47.38%,24,35,Verified,May-18,100001240,100001240,100001240,900001240,DL501240,DL501240,MEMBER-1241,Driver,Debt consolidation loan,Borrower-written description of the loan purpose.,853,https://example.com/loan/1241
1242,23853.09, 36 months,16.27%,C,C2,67860.11,20.09,OWN,NC,wedding,Fully Paid,4,1,NA,52.72%,6,39,Not Verified,May-08,100001241,100001241,100001241,900001241,DL501241,DL501241,MEMBER-1242,Driver,Debt consolidation loan,Borrower-written description of the loan purpose.,641,https://example.com/loan/1242
1243,12008.74, 36 months,10.96%,F,F3,97143.27,5.38,OWN,TX,wedding,Fully Paid,4,3,NA,21.9%,1,31,Not Verified,Nov-13,100001242,100001242,100001242,900001242,DL501242,DL501242,MEMBER-1243,Retail Associate,Debt consolidation loan,Borrower-written description of the loan purpose.,382,https://example.com/loan/1243
1244,16533.53, 36 months,21.7%,A,A3,44813.33,8.79,OTHER,GA,moving,Current,2,1,2,31.96%,3,6,Verified,May-13,100001243,100001243,100001243,900001243,DL501243,DL501243,MEMBER-1244,Nurse,Debt consolidation loan,Borrower-written description of the loan purpose.,539,https://example.com/loan/1244
1245,11798.82, 36 months,17.09%,D,D4,69391.03,17.61,MORTGAGE,CA,other,Fully Paid,4,1,NA,44.05%,18,21,Verified,Jun-12,100001244,100001244,100001244,900001244,DL501244,DL501244,MEMBER-1245,Software Engineer,Debt consolidation loan,Borrower-written description of the loan purpose.,643,https://example.com/loan/1245
1246,8589.62, 60 months,17.59%,C,C3,79825.97,18.05,MORTGAGE,CA,house,Fully Paid,3,2,1,28.26%,18,10,Source Verified,Feb-16,100001245,100001245,100001245,900001245,DL501245,DL501245,MEMBER-1246,Retail Associate,Debt consolidation loan,Borrower-written description of the loan purpose.,144,https://example.com/loan/1246
1247,13514.01, 36 months,19.98%,A,A2,76227.7,16.65,MORTGAGE,OH,debt_consolidation,Current,3,3,2,77.95%,12,12,Verified,May-16,100001246,100001246,100001246,900001246,DL501246,DL501246,MEMBER-1247,Retail Associate,Debt consolidation loan,Borrower-written description of the loan purpose.,638,https://example.com/loan/1247
1248,19388.79, 36 months,19.1%,D,D2,158825.39,21.69,OTHER,IL,other,Fully Paid,3,3,0,49.73%,16,6,Not Verified,Aug-08,100001247,100001247,100001247,900001247,DL501247,DL501247,MEMBER-1248,Software Engineer,Debt consolidation loan,Borrower-written description of the loan purpose.,885,https://example.com/loan/1248
1249,7900.44, 60 months,6.83%,G,G4,176394.37,0.36,OTHER,GA,educational,Current,4,1,2,60.96%,4,41,Not Verified,Mar-14,100001248,100001248,100001248,900001248,DL501248,DL501248,MEMBER-1249,Nurse,Debt consolidation loan,Borrower-written description of the loan purpose.,152,https://example.com/loan/1249
1250,3534.05, 36 months,9.98%,A,A1,129199.1,1.19,MORTGAGE,NC,home_improvement,Fully Paid,4,0,2,66.69%,19,17,Verified,May-12,100001249,100001249,100001249,900001249,DL501249,DL501249,MEMBER-1250,Software Engineer,Debt consolidation loan,Borrower-written description of the loan purpose.,637,https://example.com/loan/1250
1251,22586.83, 36 months,18.2%,D,D1,142765.31,28.74,RENT,FL,vacation,Current,2,1,NA,16.6%,22,52,Source Verified,Feb-17,100001250,100001250,100001250,900001250,DL501250,DL501250,MEMBER-1251,Software Engineer,Debt consolidation loan,Borrower-written description of the loan purpose.,751,https://example.com/loan/1251
1252,21900.75, 60 months,6.12%,B,B4,50212.61,3.26,RENT,CA,moving,Fully Paid,4,2,NA,41.72%,11,47,Not Verified,Sep-11,100001251,100001251,100001251,900001251,DL501251,DL501251,MEMBER-1252,Nurse,Debt consolidation loan,Borrower-written description of the loan purpose.,283,https://example.com/loan/1252
1253,19676.85, 36 months,12.3%,D,D3,166397.76,10.01,OTHER,TX,medical,Current,0,3,0,4.66%,18,42,Source Verified,Aug-17,100001252,100001252,100001252,900001252,DL501252,DL501252,MEMBER-1253,Retail Associate,Debt consolidation loan,Borrower-written description of the loan purpose.,880,https://example.com/loan/1253
1254,27049.07, 60 months,20.21%,B,B3,167186.05,7.38,NONE,FL,wedding,Charged Off,1,3,2,74.66%,3,19,Source Verified,Jul-16,100001253,100001253,100001253,900001253,DL501253,DL501253,MEMBER-1254,Retail Associate,Debt consolidation loan,Borrower-written description of the loan purpose.,780,https://example.com/loan/1254
1255,31086.9, 60 months,9.18%,D,D5,62310.52,5.45,OTHER,TX,moving,Fully Paid,3,0,NA,57.59%,14,26,Source Verified,May-15,100001254,100001254,100001254,900001254,DL501254,DL501254,MEMBER-1255,Nurse,Debt consolidation loan,Borrower-written description of the loan purpose.,896,https://example.com/loan/1255
1256,13410.61, 36 months,20.8%,A,A4,110052.0,28.0,OTHER,CA,small_business,Fully Paid,0,3,1,3.68%,16,39,Verified,May-08,100001255,100001255,100001255,900001255,DL501255,DL501255,MEMBER-1256,Driver,Debt consolidation loan,Borrower-written description of the loan purpose.,715,https://example.com/loan/1256
1257,25159.17, 36 months,13.49%,E,E5,137429.72,7.79,RENT,PA,small_business,Fully Paid,0,3,2,57.4%,12,27,Source Verified,May-18,100001256,100001256,100001256,900001256,DL501256,DL501256,MEMBER-1257,Retail Associate,Debt consolidation loan,Borrower-written description of the loan purpose.,297,https://example.com/loan/1257
1258,9228.84, 36 months,13.37%,E,E1,187158.69,5.68,MORTGAGE,NC,credit_card,Current,1,0,0,94.45%,26,50,Not Verified,May-11,100001257,100001257,100001257,900001257,DL501257,DL501257,MEMBER-1258,Retail Associate,Debt consolidation loan,Borrower-written description of the loan purpose.,821,https://example.com/loan/1258
1259,25368.05, 36 months,6.28%,F,F5,154999.52,18.22,MORTGAGE,TX,medical,Fully Paid,4,0,1,44.58%,1,37,Verified,Apr-11,100001258,100001258,100001258,900001258,DL501258,DL501258,MEMBER-1259,Retail Associate,Debt consolidation loan,Borrower-written description of the loan purpose.,505,https://example.com/loan/1259
1260,23135.59, 36 months,15.64%,B,B4,46900.29,21.99,MORTGAGE,NC,vacation,Current,3,2,1,95.41%,8,43,Verified,Dec-13,100001259,100001259,100001259,900001259,DL501259,DL501259,MEMBER-1260,Retail Associate,Debt consolidation loan,Borrower-written description of the loan purpose.,377,https://example.com/loan/1260
1261,2213.47, 36 months,14.75%,C,C3,22499.22,3.81,OTHER,PA,debt_consolidation,Fully Paid,0,3,2,92.17%,30,38,Source Verified,Mar-11,100001260,100001260,100001260,900001260,DL501260,DL501260,MEMBER-1261,Nurse,Debt consolidation loan,Borrower-written description of the loan purpose.,976,https://example.com/loan/1261
1262,13236.38, 36 months,17.49%,F,F5,45123.8,10.91,OWN,TX,home_improvement,Current,3,3,NA,69.96%,22,47,Verified,Sep-17,100001261,100001261,100001261,900001261,DL501261,DL501261,MEMBER-1262,Driver,Debt consolidation loan,Borrower-written description of the loan purpose.,121,https://example.com/loan/1262
1263,17497.93, 36 months,6.46%,A,A4,32543.42,13.84,MORTGAGE,CA,vacation,Current,4,3,0,97.72%,7,9,Verified,Mar-12,100001262,100001262,100001262,900001262,DL501262,DL501262,MEMBER-1263,Nurse,Debt consolidation loan,Borrower-written description of the loan purpose.,647,https://example.com/loan/1263
1264,18049.75, 36 months,16.04%,A,A5,84087.71,23.76,OTHER,CA,renewable_energy,Fully Paid,4,1,NA,83.57%,13,42,Verified,Jan-10,100001263,100001263,100001263,900001263,DL501263,DL501263,MEMBER-1264,Nurse,Debt consolidation loan,Borrower-written description of the loan purpose.,486,https://example.com/loan/1264
1265,16633.85, 36 months,12.07%,E,E5,63273.72,21.51,OTHER,GA,home_improvement,Fully Paid,2,1,NA,25.59%,16,21,Source Verified,Apr-15,100001264,100001264,100001264,900001264,DL501264,DL501264,MEMBER-1265,Retail Associate,Debt consolidation loan,Borrower-written description of the loan purpose.,989,https://example.com/loan/1265
1266,27153.03, 60 months,22.6%,E,E5,171938.23,29.58,OWN,CA,small_business,Fully Paid,3,3,2,43.86%,30,59,Not Verified,Jul-09,100001265,100001265,100001265,900001265,DL501265,DL501265,MEMBER-1266,Nurse,Debt consolidation loan,Borrower-written description of the loan purpose.,660,https://example.com/loan/1266
1267,32275.61, 36 months,21.72%,A,A1,100352.34,2.61,OTHER,PA,wedding,Fully Paid,0,1,0,65.21%,10,24,Verified,Jan-10,100001266,100001266,100001266,900001266,DL501266,DL501266,MEMBER-1267,Driver,Debt consolidation loan,Borrower-written description of the loan purpose.,727,https://example.com/loan/1267
1268,6277.98, 60 months,22.9%,F,F3,79908.88,20.76,RENT,MI,car,Fully Paid,1,1,2,10.48%,26,26,Source Verified,Oct-17,100001267,100001267,100001267,900001267,DL501267,DL501267,MEMBER-1268,Nurse,Debt consolidation loan,Borrower-written description of the loan purpose.,189,https://example.com/loan/1268
